seed,task,sample_id,gid,tok_per_round,n_rounds,i_always,acc_always,tok_always,i_consensus,acc_consensus,tok_consensus,i_oracle,acc_oracle,tok_oracle,i_fixed_k1,acc_fixed_k1,tok_fixed_k1,i_fixed_k2,acc_fixed_k2,tok_fixed_k2,i_fixed_k3,acc_fixed_k3,tok_fixed_k3,i_fixed_k4,acc_fixed_k4,tok_fixed_k4,i_fixed_k5,acc_fixed_k5,tok_fixed_k5,i_unc<q10,acc_unc<q10,tok_unc<q10,i_unc<q20,acc_unc<q20,tok_unc<q20,i_unc<q30,acc_unc<q30,tok_unc<q30,i_unc<q40,acc_unc<q40,tok_unc<q40,i_unc<q50,acc_unc<q50,tok_unc<q50
1,gsm8k,707,gsm8k_707,715.0,6,5,False,4290.0,5,False,4290.0,1,True,1430.0,0,False,715.0,1,True,1430.0,2,True,2145.0,3,True,2860.0,4,True,3575.0,5,False,4290.0,5,False,4290.0,5,False,4290.0,5,False,4290.0,5,False,4290.0
1,gsm8k,723,gsm8k_723,552.5,6,5,True,3315.0,1,True,1105.0,0,True,552.5,0,True,552.5,1,True,1105.0,2,True,1657.5,3,True,2210.0,4,True,2762.5,5,True,3315.0,5,True,3315.0,5,True,3315.0,4,True,2762.5,1,True,1105.0
1,gsm8k,778,gsm8k_778,729.8333333333334,6,5,True,4379.0,0,True,729.8333333333334,0,True,729.8333333333334,0,True,729.8333333333334,1,True,1459.6666666666667,2,True,2189.5,3,True,2919.3333333333335,4,True,3649.166666666667,0,True,729.8333333333334,0,True,729.8333333333334,0,True,729.8333333333334,0,True,729.8333333333334,0,True,729.8333333333334
1,gsm8k,785,gsm8k_785,679.1666666666666,6,5,True,4075.0,5,True,4075.0,1,True,1358.3333333333333,0,False,679.1666666666666,1,True,1358.3333333333333,2,True,2037.5,3,True,2716.6666666666665,4,True,3395.833333333333,5,True,4075.0,5,True,4075.0,5,True,4075.0,5,True,4075.0,5,True,4075.0
1,gsm8k,827,gsm8k_827,809.8333333333334,6,5,False,4859.0,5,False,4859.0,5,False,4859.0,0,False,809.8333333333334,1,False,1619.6666666666667,2,False,2429.5,3,False,3239.3333333333335,4,False,4049.166666666667,5,False,4859.0,5,False,4859.0,5,False,4859.0,5,False,4859.0,5,False,4859.0
1,gsm8k,862,gsm8k_862,545.6666666666666,6,5,True,3274.0,0,True,545.6666666666666,0,True,545.6666666666666,0,True,545.6666666666666,1,True,1091.3333333333333,2,True,1637.0,3,True,2182.6666666666665,4,True,2728.333333333333,0,True,545.6666666666666,0,True,545.6666666666666,0,True,545.6666666666666,0,True,545.6666666666666,0,True,545.6666666666666
1,gsm8k,920,gsm8k_920,1124.6666666666667,6,5,True,6748.0,5,True,6748.0,0,True,1124.6666666666667,0,True,1124.6666666666667,1,True,2249.3333333333335,2,True,3374.0,3,True,4498.666666666667,4,True,5623.333333333334,5,True,6748.0,5,True,6748.0,5,True,6748.0,5,True,6748.0,5,True,6748.0
1,gsm8k,961,gsm8k_961,905.3333333333334,6,5,True,5432.0,5,True,5432.0,0,True,905.3333333333334,0,True,905.3333333333334,1,True,1810.6666666666667,2,False,2716.0,3,True,3621.3333333333335,4,True,4526.666666666667,5,True,5432.0,5,True,5432.0,5,True,5432.0,5,True,5432.0,5,True,5432.0
1,gsm8k,967,gsm8k_967,756.5,6,5,True,4539.0,0,True,756.5,0,True,756.5,0,True,756.5,1,True,1513.0,2,True,2269.5,3,True,3026.0,4,True,3782.5,0,True,756.5,0,True,756.5,0,True,756.5,0,True,756.5,0,True,756.5
1,gsm8k,992,gsm8k_992,651.6666666666666,6,5,True,3910.0,5,True,3910.0,0,True,651.6666666666666,0,True,651.6666666666666,1,True,1303.3333333333333,2,True,1955.0,3,False,2606.6666666666665,4,True,3258.333333333333,5,True,3910.0,5,True,3910.0,5,True,3910.0,5,True,3910.0,5,True,3910.0
1,gsm8k,1008,gsm8k_1008,609.5,6,5,True,3657.0,0,True,609.5,0,True,609.5,0,True,609.5,1,True,1219.0,2,True,1828.5,3,True,2438.0,4,True,3047.5,0,True,609.5,0,True,609.5,0,True,609.5,0,True,609.5,0,True,609.5
1,gsm8k,1025,gsm8k_1025,520.8333333333334,6,5,True,3125.0,0,True,520.8333333333334,0,True,520.8333333333334,0,True,520.8333333333334,1,True,1041.6666666666667,2,True,1562.5,3,True,2083.3333333333335,4,True,2604.166666666667,0,True,520.8333333333334,0,True,520.8333333333334,0,True,520.8333333333334,0,True,520.8333333333334,0,True,520.8333333333334
1,gsm8k,1036,gsm8k_1036,457.0,6,5,True,2742.0,2,True,1371.0,0,True,457.0,0,True,457.0,1,True,914.0,2,True,1371.0,3,True,1828.0,4,True,2285.0,5,True,2742.0,5,True,2742.0,4,True,2285.0,3,True,1828.0,2,True,1371.0
1,gsm8k,1052,gsm8k_1052,666.1666666666666,6,5,True,3997.0,5,True,3997.0,2,True,1998.5,0,False,666.1666666666666,1,False,1332.3333333333333,2,True,1998.5,3,False,2664.6666666666665,4,True,3330.833333333333,5,True,3997.0,5,True,3997.0,5,True,3997.0,5,True,3997.0,5,True,3997.0
1,gsm8k,1072,gsm8k_1072,722.5,6,5,True,4335.0,5,True,4335.0,0,True,722.5,0,True,722.5,1,False,1445.0,2,False,2167.5,3,False,2890.0,4,False,3612.5,5,True,4335.0,5,True,4335.0,5,True,4335.0,5,True,4335.0,5,True,4335.0
1,gsm8k,1090,gsm8k_1090,561.5,6,5,True,3369.0,1,True,1123.0,0,True,561.5,0,True,561.5,1,True,1123.0,2,True,1684.5,3,True,2246.0,4,True,2807.5,5,True,3369.0,2,True,1684.5,1,True,1123.0,0,True,561.5,0,True,561.5
1,gsm8k,1094,gsm8k_1094,950.3333333333334,6,5,True,5702.0,5,True,5702.0,0,True,950.3333333333334,0,True,950.3333333333334,1,True,1900.6666666666667,2,True,2851.0,3,True,3801.3333333333335,4,True,4751.666666666667,5,True,5702.0,5,True,5702.0,5,True,5702.0,5,True,5702.0,5,True,5702.0
1,gsm8k,1126,gsm8k_1126,694.0,6,5,True,4164.0,0,True,694.0,0,True,694.0,0,True,694.0,1,True,1388.0,2,True,2082.0,3,True,2776.0,4,True,3470.0,0,True,694.0,0,True,694.0,0,True,694.0,0,True,694.0,0,True,694.0
1,gsm8k,1153,gsm8k_1153,1032.1666666666667,6,5,True,6193.0,3,True,4128.666666666667,1,True,2064.3333333333335,0,False,1032.1666666666667,1,True,2064.3333333333335,2,True,3096.5,3,True,4128.666666666667,4,True,5160.833333333334,5,True,6193.0,5,True,6193.0,5,True,6193.0,5,True,6193.0,3,True,4128.666666666667
1,gsm8k,1155,gsm8k_1155,578.6666666666666,6,5,True,3472.0,0,True,578.6666666666666,0,True,578.6666666666666,0,True,578.6666666666666,1,True,1157.3333333333333,2,True,1736.0,3,True,2314.6666666666665,4,True,2893.333333333333,5,True,3472.0,5,True,3472.0,1,True,1157.3333333333333,1,True,1157.3333333333333,0,True,578.6666666666666
1,gsm8k,1165,gsm8k_1165,942.5,6,5,False,5655.0,5,False,5655.0,3,True,3770.0,0,False,942.5,1,False,1885.0,2,False,2827.5,3,True,3770.0,4,True,4712.5,5,False,5655.0,5,False,5655.0,5,False,5655.0,5,False,5655.0,5,False,5655.0
1,gsm8k,1179,gsm8k_1179,594.3333333333334,6,5,True,3566.0,1,True,1188.6666666666667,0,True,594.3333333333334,0,True,594.3333333333334,1,True,1188.6666666666667,2,True,1783.0,3,True,2377.3333333333335,4,True,2971.666666666667,5,True,3566.0,5,True,3566.0,5,True,3566.0,2,True,1783.0,1,True,1188.6666666666667
1,gsm8k,1183,gsm8k_1183,796.8333333333334,6,5,True,4781.0,5,True,4781.0,1,True,1593.6666666666667,0,False,796.8333333333334,1,True,1593.6666666666667,2,False,2390.5,3,False,3187.3333333333335,4,True,3984.166666666667,5,True,4781.0,5,True,4781.0,5,True,4781.0,5,True,4781.0,5,True,4781.0
1,gsm8k,1187,gsm8k_1187,1118.5,6,5,True,6711.0,5,True,6711.0,2,True,3355.5,0,False,1118.5,1,False,2237.0,2,True,3355.5,3,False,4474.0,4,True,5592.5,5,True,6711.0,5,True,6711.0,5,True,6711.0,5,True,6711.0,5,True,6711.0
1,gsm8k,1244,gsm8k_1244,821.3333333333334,6,5,True,4928.0,2,True,2464.0,0,True,821.3333333333334,0,True,821.3333333333334,1,True,1642.6666666666667,2,True,2464.0,3,True,3285.3333333333335,4,True,4106.666666666667,5,True,4928.0,5,True,4928.0,5,True,4928.0,5,True,4928.0,5,True,4928.0
1,gsm8k,1247,gsm8k_1247,600.5,6,5,True,3603.0,5,True,3603.0,0,True,600.5,0,True,600.5,1,False,1201.0,2,True,1801.5,3,True,2402.0,4,True,3002.5,5,True,3603.0,5,True,3603.0,5,True,3603.0,5,True,3603.0,5,True,3603.0
1,gsm8k,1259,gsm8k_1259,681.5,6,5,True,4089.0,0,True,681.5,0,True,681.5,0,True,681.5,1,True,1363.0,2,True,2044.5,3,True,2726.0,4,True,3407.5,0,True,681.5,0,True,681.5,0,True,681.5,0,True,681.5,0,True,681.5
1,gsm8k,1279,gsm8k_1279,828.5,6,5,True,4971.0,5,True,4971.0,2,True,2485.5,0,False,828.5,1,False,1657.0,2,True,2485.5,3,False,3314.0,4,False,4142.5,5,True,4971.0,5,True,4971.0,5,True,4971.0,5,True,4971.0,5,True,4971.0
1,gsm8k,1292,gsm8k_1292,616.5,6,5,True,3699.0,1,True,1233.0,0,True,616.5,0,True,616.5,1,True,1233.0,2,True,1849.5,3,True,2466.0,4,True,3082.5,5,True,3699.0,1,True,1233.0,1,True,1233.0,0,True,616.5,0,True,616.5
1,mmlu,57,mmlu_57,463.0,6,5,False,2778.0,5,False,2778.0,5,False,2778.0,0,False,463.0,1,False,926.0,2,False,1389.0,3,False,1852.0,4,False,2315.0,5,False,2778.0,5,False,2778.0,5,False,2778.0,5,False,2778.0,5,False,2778.0
1,mmlu,170,mmlu_170,431.0,6,5,True,2586.0,3,True,1724.0,0,True,431.0,0,True,431.0,1,True,862.0,2,True,1293.0,3,True,1724.0,4,True,2155.0,4,True,2155.0,3,True,1724.0,2,True,1293.0,2,True,1293.0,1,True,862.0
1,mmlu,221,mmlu_221,634.0,6,5,False,3804.0,5,False,3804.0,5,False,3804.0,0,False,634.0,1,False,1268.0,2,False,1902.0,3,False,2536.0,4,False,3170.0,5,False,3804.0,5,False,3804.0,5,False,3804.0,5,False,3804.0,5,False,3804.0
1,mmlu,335,mmlu_335,550.6666666666666,6,5,False,3304.0,5,False,3304.0,3,True,2202.6666666666665,0,False,550.6666666666666,1,False,1101.3333333333333,2,False,1652.0,3,True,2202.6666666666665,4,False,2753.333333333333,5,False,3304.0,5,False,3304.0,5,False,3304.0,5,False,3304.0,1,False,1101.3333333333333
